area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
"Объекты защиты при проектировании, строительстве, изменении функционального назначения, реконструкции, капитальном ремонте и техническом перевооружении в части ограничения распространения пожара",Пожарная безопасность,2023-06-27,2025-08-26T03:48:03.074399+00:00,"Данный свод правил устанавливает требования к объемно-планировочным и конструктивным решениям для ограничения распространения пожара на объектах защиты. Он распространяется на проектирование, строительство и реконструкцию объектов, кроме зданий с особыми условиями и объектами специального назначения.",Свод правил,"СП 4.13130.2013_Системы противопожарной защиты. Ограничение распространения пожара (с изменениями 1, 2, 3, 4).pdf",СП 4.13130.2013 Системы противопожарной защиты Ограничение распространения пожара на объектах защиты Требования к объемно-планировочным и конструктивным решениям,"['требования пожарной безопасности', 'проектирование зданий', 'строительство', 'реконструкция', 'капитальный ремонт', 'техническое перевооружение']","['свод правил', 'системы противопожарной защиты', 'ограничение распространения пожара', 'объемно-планировочные решения', 'конструктивные решения', 'объекты защиты']",Русский,312,4.13130.2013,5,86.6,18.0,"Изменения N 4, утв. Приказом МЧС России от 27.06.2023 N 659","СП 4.13130.2013_Системы противопожарной защиты. Ограничение распространения пожара (с изменениями 1, 2, 3, 4).pdf",Действующий,227
"Проектирование строящихся и реконструируемых бетонных и железобетонных плотин, входящих в состав энергетических, воднотранспортных и мелиоративных гидроузлов, систем водоснабжения, водоочистки, переброски стока и борьбы с наводнениями, а также гидроузлов комплексного назначения. Особые требования при проектировании в сейсмических районах, в условиях распространения просадочных, набухающих и закарстованных грунтов, в северной строительно-климатической зоне и приравненных по природно-климатическим условиям районах.",Строительство,2019-12-02,2025-08-26T03:48:09.287974+00:00,"Данный свод правил представляет собой актуализированную редакцию СНиП 2.06.06-85 и предназначен для проектирования бетонных и железобетонных плотин. Документ учитывает требования Федерального закона о техническом регулировании и содержит изменения, утвержденные приказами Минстроя России в 2018 и 2019 годах.",Свод правил,СП 40.13330.2012_Плотины бетонные и железобетонные.pdf,СП 40.13330.2012 Плотины бетонные и железобетонные. Актуализированная редакция СНиП 2.06.06-85,"['проектирование', 'бетонные плотины', 'железобетонные плотины', 'строительство гидроузлов', 'нормативные документы']","['плотины бетонные', 'плотины железобетонные', 'СНиП 2.06.06-85', 'актуализация', 'Технический регламент о безопасности зданий и сооружений']",русский,409,40.13330.2012,5,85.6,0.0,Изменения N 2,СП 40.13330.2012_Плотины бетонные и железобетонные.pdf,Действующий,126
"Проектирование тепловых пунктов, предназначенных для присоединения к тепловым сетям систем отопления, вентиляции, кондиционирования воздуха, горячего водоснабжения и технологических теплоиспользующих установок промышленных и сельскохозяйственных предприятий, жилых и общественных зданий",Отопление,1996-07-01,2025-08-26T03:48:14.533238+00:00,"Свод правил содержит требования, рекомендации и справочные материалы по проектированию и строительству тепловых пунктов. Включает требования к объемно-планировочным и конструктивным решениям, расчету и подбору оборудования, приборов учета, контроля и автоматизации, а также сведения по трубам и арматуре. Правила направлены на обеспечение экономичных проектных решений и экономии тепловой энергии.",Свод правил,СП 41-101-95 «Проектирование тепловых пунктов».pdf,СП 41-101-95 Проектирование тепловых пунктов,"['технические требования', 'проектирование тепловых пунктов', 'оборудование тепловых пунктов', 'экономия тепловой энергии']","['тепловые пункты', 'проектирование', 'тепловые сети', 'отопление', 'вентиляция', 'кондиционирование', 'горячее водоснабжение', 'автоматизация', 'теплоноситель', 'арматура']",русский,418,41-101-95,5,71.9,0.0,,СП 41-101-95 «Проектирование тепловых пунктов».pdf,Действующий,193
"Проектирование вновь строящихся, реконструируемых и ремонтируемых речных и морских бетонных и железобетонных гидротехнических сооружений всех классов, входящих в состав энергетических и водно-транспортных гидроузлов; сооружений для борьбы с наводнениями и защиты территории от затопления и подтопления; расчетная оценка состояния эксплуатируемых сооружений",Гидротехнические сооружения,2018-11-28,2025-08-26T03:48:21.653626+00:00,"Настоящий свод правил является актуализированной редакцией СНиП 2.06.08-87, регламентирующей проектирование и оценку бетонных и железобетонных конструкций гидротехнических сооружений. Документ разработан в соответствии с Федеральным законом N 384-ФЗ и содержит нормативные требования к строительству и ремонту гидротехнических объектов, включая дополнительные требования для сейсмических и специфических грунтовых зон.",Свод правил,СП 41.13330.2012 Бетонные и железобетонные конструкции гидротехнических сооружений.pdf,Свод правил. Бетонные и железобетонные конструкции гидротехнических сооружений. Актуализированная редакция СНиП 2.06.08-87,"['проектирование', 'нормативные требования', 'оценка состояния сооружений', 'безопасность гидротехнических сооружений']","['бетонные конструкции', 'железобетонные конструкции', 'гидротехнические сооружения', 'проектирование', 'реконструкция', 'ремонт', 'строительство', 'безопасность зданий и сооружений']",Русский,370,41.13330.2012,5,85.1,0.5,"Изменение N 1, 2018",СП 41.13330.2012 Бетонные и железобетонные конструкции гидротехнических сооружений.pdf,Действующий,117
Проектирование новых и развитие существующих городских и сельских населенных пунктов и иных территорий муниципальных образований на территории Российской Федерации,Градостроительство,2022-06-09,2025-08-26T03:48:26.054649+00:00,Данный свод правил установлен для регламентации требований к планировке и застройке городских и сельских поселений в Российской Федерации. Документ актуализирован на базе СНиП 2.07.01-89* и направлен на повышение безопасности и энергосбережения в градостроительстве.,Свод правил,"СП 42.13330.2016_Градостроительство. Планировка и застройка городских и сельских поселений (с изменениями 1, 2, 3, 4).pdf",Свод правил Градостроительство Планировка и застройка городских и сельских поселений Актуализированная редакция СНиП 2.07.01-89*,"['правила планировки', 'застройка населённых пунктов', 'требования безопасности', 'энергетическая эффективность']","['градостроительство', 'планировка', 'застройка', 'городские поселения', 'сельские поселения', 'безопасность', 'энергосбережение']",русский,470,42.13330.2016,5,83.3,3.5,"Изменения N 3, утв. Приказом Минстроя России от 09.06.2022","СП 42.13330.2016_Градостроительство. Планировка и застройка городских и сельских поселений (с изменениями 1, 2, 3, 4).pdf",Действующий,219
Строительство промышленных предприятий,Сооружения промышленных предприятий,2024-12-02,2025-08-26T03:48:32.546429+00:00,"Настоящий нормативный документ представляет собой актуализированную редакцию СНиП 2.09.03-85, устанавливающую требования и правила по сооружениям промышленных предприятий. Документ разработан на основе федеральных законов о техническом регулировании и пожарной безопасности, предназначен для проектирования и строительства промышленных зданий.",Свод правил,"СП 43.13330.2012_Сооружения промышленных предприятий (с изменениями 1, 2, 3, 4, 5).pdf",Свод правил Сооружения промышленных предприятий Актуализированная редакция СНиП 2.09.03-85,"['Проектирование сооружений', 'Техническое регулирование', 'Строительство промышленных предприятий']","['Свод правил', 'Сооружения промышленных предприятий', 'СНиП 2.09.03-85', 'актуализация', 'технические регламенты', 'пожарная безопасность']",русский,364,43.13330.2012,5,81.8,1.1,"Изменения N 5, утв. Приказом Минстроя России от 02.12.2024 N 819/пр","СП 43.13330.2012_Сооружения промышленных предприятий (с изменениями 1, 2, 3, 4, 5).pdf",Действующий,180
"Проектирование административных и бытовых зданий высотой до 50 м, включая новые, расширяемые и реконструируемые производственные предприятия промышленности различных форм собственности",Административные и бытовые здания,2021-12-07,2025-08-26T03:48:38.520075+00:00,"Настоящий свод правил предназначен для проектирования административных и бытовых зданий с целью повышения безопасности людей и сохранности материальных ценностей, а также повышения энергетической эффективности и гармонизации с европейскими и международными требованиями. Включает нормативы, учитывающие пожарную безопасность и особенности труда инвалидов.",Свод правил,"СП 44.13330.2011_Административные и бытовые здания (с изменениями 1, 2, 3, 4).pdf",Свод правил Административные и бытовые здания Актуализированная редакция СНиП 2.09.04-87 Office and social buildings СП 44.13330.2011,"['повышение уровня безопасности', 'энергосбережение и энергетическая эффективность', 'государственные нормативы', 'проектирование зданий']","['административные здания', 'бытовые здания', 'проектирование', 'безопасность зданий', 'энергосбережение', 'пожарная безопасность', 'труд инвалидов']",русский,275,44.13330.2011,5,93.4,0.0,"Изменения N 4, утв. Приказом Минстроя России от 07.12.2021 N 905/пр","СП 44.13330.2011_Административные и бытовые здания (с изменениями 1, 2, 3, 4).pdf",Действующий,47
"Производство и приемка земляных работ, устройство оснований и фундаментов при строительстве новых, реконструкции зданий и сооружений","Земляные сооружения, основания и фундаменты",2021-12-16,2025-08-26T03:48:43.785325+00:00,"Данный свод правил содержит указания по производству и оценке соответствия земляных работ, устройству оснований и фундаментов при строительстве новых и реконструкции зданий и сооружений. Включает актуализированную редакцию СНиП 3.02.01-87 с изменениями, утвержденными Минстроем России, и распространяется на производство и приемку земляных работ, оснований и фундаментов.",Свод правил,"СП 45.13330.2017_Земляные сооружения, основания и фундаменты (с изменениями 1, 2, 3) (2).pdf","Свод правил Земляные сооружения, основания и фундаменты. Актуализированная редакция СНиП 3.02.01-87","['производство земляных работ', 'устройство оснований и фундаментов', 'оценка соответствия', 'строительство зданий и сооружений', 'реконструкция']","['земляные работы', 'устройство оснований', 'фундаменты', 'строительство', 'реконструкция', 'СП 45.13330.2017', 'СНиП 3.02.01-87']",русский,245,45.13330.2017,5,92.8,1.2,Изменения N 3,"СП 45.13330.2017_Земляные сооружения, основания и фундаменты (с изменениями 1, 2, 3) (2).pdf",Действующий,282
"Правила выполнения и приемки работ при сооружении новых, реконструкции и капитальном ремонте постоянных мостов и труб под насыпи железных дорог, линий метрополитена и трамвая, автомобильных дорог на улицах и дорогах населенных пунктов",Строительство,2023-12-28,2025-08-26T03:48:51.264932+00:00,"Настоящий свод правил содержит требования для выполнения и приемки работ при сооружении, реконструкции и капитальном ремонте мостовых сооружений и труб в различных транспортных и городских условиях. Актуализированная редакция СНиП 3.06.04-91 с учётом изменений и дополнений вплоть до 2023 года.",Свод правил,"СП 46.13330.2012_Мосты и трубы (с изменениями 1, 2, 3,4, 5).pdf",Свод правил МОСТЫ И ТРУБЫ Актуализированная редакция СНиП 3.06.04-91,"['нормы строительства мостов', 'технические требования к трубам', 'реконструкция и ремонт мостов', 'технические стандарты']","['мосты', 'трубы', 'строительство', 'реконструкция', 'капитальный ремонт', 'железные дороги', 'метрополитен', 'трамвай', 'автомобильные дороги', 'пересмотр', 'нормативы']",Русский,287,46.13330.2012,5,94.7,5.6,"Изменения N 5, утв. Приказом Минстроя России от 28.12.2023 N 1013/пр","СП 46.13330.2012_Мосты и трубы (с изменениями 1, 2, 3,4, 5).pdf",Действующий,279
Организация строительства,Строительство,2025-05-22,2025-08-26T03:48:55.724129+00:00,"Свод правил СП 48.13330.2019 разработан для обеспечения соблюдения требований технических регламентов и государственных законов, регулирующих безопасность зданий и сооружений, техническое регулирование, энергосбережение, строительство, охрану культурного наследия и другие аспекты строительства и градостроительства.",Свод правил,"СП 48.13330.2019 Организация строительства (с изм. № 1, 2) (изм. на 21.04.2025).pdf","СП 48.13330.2019 Организация строительства СНиП 12-01-2004 (с Изменениями N 1, 2)","['Техническое регулирование', 'Строительство', 'Организация строительных процессов', 'Соответствие федеральным законам']","['Организация строительства', 'Технический регламент', 'Безопасность зданий и сооружений', 'Энергосбережение', 'Градостроительство', 'Строительство']",русский,124,48.13330.2019,5,98.0,7.5,"Изменения N 1, 2","СП 48.13330.2019 Организация строительства (с изм. № 1, 2) (изм. на 21.04.2025).pdf",Действующий,35
Нормы и правила проектирования автоматических установок пожаротушения и сигнализации для зданий и сооружений различного назначения,Пожарная безопасность,2011-06-20,2025-08-26T03:49:00.153074+00:00,"Документ устанавливает нормы и правила проектирования автоматических установок пожаротушения и пожарной сигнализации для зданий и сооружений различного назначения. Введен впервые в 2009 году и содержит Изменение N 1, утвержденное в 2011 году. Является нормативным документом по пожарной безопасности в рамках технического регулирования в Российской Федерации.",Свод правил,СП 5.13130.2009 Системы противопожарной защиты. Установки пожарной сигнализации и пожаротушения..pdf,СП 5.13130.2009 Системы противопожарной защиты. Установки пожарной сигнализации и пожаротушения автоматические. Нормы и правила проектирования (с Изменением N 1),"['проектирование автоматических установок пожаротушения', 'проектирование установок пожарной сигнализации', 'пожарная безопасность', 'информационное регулирование в области пожарной безопасности']","['Системы противопожарной защиты', 'Установки пожарной сигнализации', 'Установки пожаротушения автоматические', 'Нормы и правила проектирования', 'Пожарная безопасность']",русский,200,5.13130.2009,5,96.2,4.6,Изменение N 1,СП 5.13130.2009 Системы противопожарной защиты. Установки пожарной сигнализации и пожаротушения..pdf,Действующий,121
Тепловая защита зданий и сооружений,Тепловая защита,2024-06-15,2025-08-26T03:49:07.984388+00:00,Этот свод правил устанавливает требования к тепловой защите зданий и сооружений с целью повышения уровня безопасности людей и сохранности материальных ценностей. Документ обновлен для гармонизации с европейскими и международными нормативами и содержит методы определения эксплуатационных характеристик и оценки тепловой защиты.,Свод правил,СП 50.13330.2024 Тепловая защита зданий.pdf,Свод правил СП 50.13330.2024 Тепловая защита зданий,"['тепловая защита зданий', 'теплоустойчивость ограждающих конструкций', 'воздухопроницаемость', 'защита от переувлажнения', 'энергетический паспорт']","['тепловая защита', 'здания', 'теплоустойчивость', 'воздухопроницаемость', 'переувлажнение', 'энергопаспорт', 'теплопередача']",русский,166,50.13330.2024,5,92.2,0.8,Актуализированная редакция,СП 50.13330.2024 Тепловая защита зданий.pdf,Действующий,97
"Нормируемые параметры оценки шумового режима на рабочих местах производственных зданий, в помещениях жилых и общественных зданий, на территориях жилой застройки; акустические расчеты и методы снижения уровней шума; акустическое качество помещений театральных, киноконцертных, спортивных залов",Защита от шума,2023-12-12,2025-08-26T03:49:14.565070+00:00,"Настоящий свод правил устанавливает параметры оценки шумового режима, допустимые значения, порядок проведения акустических расчетов, методы и средства снижения уровней шума, а также требования к акустическому качеству специализированных залов. Документ актуализирован и включает изменения, утвержденные Минстроем России до 2023 года.",Свод правил,"СП 51.13330.2011_Защита от шума (с изменениями 1, 2, 3, 4).pdf",Свод правил Защита от шума Актуализированная редакция СНиП 23-03-2003,"['шумовой режим на рабочих местах', 'оценка шумового режима', 'акустические методы', 'санитарные нормы', 'театральные и киноконцертные залы']","['шумовой режим', 'акустические расчеты', 'снижение шума', 'допустимые значения шума', 'акустическое качество']",Русский,345,51.13330.2011,5,89.9,0.0,"Изменения N 4, утв. Приказом Минстроя России от 12.12.2023 N 909/пр","СП 51.13330.2011_Защита от шума (с изменениями 1, 2, 3, 4).pdf",Действующий,100
"Нормы естественного, искусственного и совмещенного освещения зданий и сооружений, а также нормы искусственного освещения селитебных территорий, площадок предприятий и мест производства работ вне зданий",Естественное и искусственное освещение,2017-05-08,2025-08-26T03:49:19.129421+00:00,"Свод правил устанавливает требования и нормы по естественному и искусственному освещению зданий и сооружений, включая селитебные территории и производственные площадки. Актуализированная редакция СНиП 23-05-95*. Документ соответствует целям федеральных законов о безопасности зданий, техническом регулировании, энергосбережении и энергетической эффективности.",Свод правил,"СП 52.13330.2016_Естественное и искусственное освещение (с изменениями 1, 2).pdf",Свод правил Естественное и искусственное освещение Актуализированная редакция СНиП 23-05-95*,"['требования освещения', 'безопасность зданий', 'энергетическая эффективность']","['естественное освещение', 'искусственное освещение', 'СНиП', 'строительство', 'энергосбережение', 'технический регламент']",русский,246,52.13330.2016,5,85.2,1.1,"в ред. Изменения N 1 от 20.11.2019, Изменение N 2 от 28.12.2021","СП 52.13330.2016_Естественное и искусственное освещение (с изменениями 1, 2).pdf",Действующий,207
"Проектирование планировки и застройки территории садоводства, а также зданий и сооружений, находящихся на этой территории",Планировка и застройка территории,2023-01-16,2025-08-26T03:49:25.438245+00:00,"Данный свод правил регламентирует проектирование планировки и застройки территорий садоводства, а также зданий и сооружений на этих территориях, с учетом изменений, утверждённых приказом Минстроя России от 16.01.2023. Не распространяется на проектирование территории огородничества.",Свод правил,СП 53.13330.2019_Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения (с изменением 1).pdf,Свод правил Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения (СНиП 30-02-97*),"['проектирование планировки', 'застройка садоводческих территорий', 'связанные здания и сооружения', 'нормативные ссылки']","['планировка территории', 'застройка', 'садоводство', 'здания', 'сооружения', 'СНиП 30-02-97*', 'проекты', 'нормативные документы']",русский,357,53.13330.2019,5,89.7,0.0,Изменение N 1,СП 53.13330.2019_Планировка и застройка территории ведения гражданами садоводства. Здания и сооружения (с изменением 1).pdf,Действующий,27
"Проектирование новых и реконструируемых многоквартирных жилых зданий (в том числе блокированных) высотой до 75 м для малоэтажной, среднеэтажной и многоэтажной застройки, включая общежития квартирного типа и жилые помещения в зданиях другого функционального назначения",Архитектура,2024-12-27,2025-08-26T03:49:30.739914+00:00,"Пересмотр свода правил, регулирующего проектирование многоквартирных жилых зданий с учетом требований технических регламентов по безопасности зданий, пожарной безопасности и энергоэффективности. Включает нормативные ссылки на ГОСТы и устанавливает область применения для различных типов жилых зданий.",Свод правил,"СП 54.13330.2022_Здания жилые многоквартирные (с изменениями 1, 2).pdf",Свод правил Здания жилые многоквартирные СП 54.13330.2022,"['технический регламент безопасности зданий', 'проектирование жилых зданий', 'нормативные документы ГОСТ']","['многоквартирные жилые здания', 'проектирование', 'технический регламент', 'пожарная безопасность', 'энергосбережение', 'архитектура']",русский,318,54.13330.2022,5,91.6,0.0,"Изменения N 2, утв. Приказом Минстроя России от 27.12.2024 N 938/пр","СП 54.13330.2022_Здания жилые многоквартирные (с изменениями 1, 2).pdf",Действующий,82
Дома жилые одноквартирные,Архитектура,2023-05-17,2025-08-26T03:49:34.803864+00:00,"Документ представляет собой свод правил, регулирующий строительство одноквартирных жилых домов. Включены изменения, направленные на повышение безопасности зданий, энергоэффективности, соответствие техническим регламентам и международным требованиям.",Свод правил,"СП 55.13330.2016_Дома жилые одноквартирные (с изменениями 1, 2).pdf",Свод правил Дома жилые одноквартирные,"['технические регламенты', 'энергосбережение', 'пожарная безопасность', 'архитектурное проектирование']","['жилые дома', 'одноквартирные дома', 'строительство', 'безопасность', 'энергосбережение']",Русский,424,55.13330.2016,5,91.5,4.7,Изменение N 2,"СП 55.13330.2016_Дома жилые одноквартирные (с изменениями 1, 2).pdf",Действующий,38
Доступность зданий и сооружений для маломобильных групп населения,Доступность зданий и сооружений,2023-12-21,2025-08-26T03:49:39.337800+00:00,"Свод правил регламентирует требования к доступности зданий и сооружений для маломобильных групп населения, включая принципы универсального проектирования. Документ пересматривает и заменяет СП 59.13330.2016 с внесенными изменениями 2022 и 2023 годов. Разработан в соответствии с российским законодательством и Конвенцией ООН о правах инвалидов.",Свод правил,"СП 59.13330.2020 Доступность зданий и сооружений для маломобильных групп населения СНиП 35-01-2001 (с Изменениями N 1, 2).pdf","СП 59.13330.2020 Доступность зданий и сооружений для маломобильных групп населения СНиП 35-01-2001 (с Изменениями N 1, 2)","['требования к доступности', 'универсальный дизайн', 'проектирование и строительство', 'социальная защита инвалидов']","['доступность', 'маломобильные группы населения', 'универсальный проект', 'инвалиды', 'здания и сооружения', 'СП 59.13330.2020', 'СП 59.13330.2016']",русский,382,59.13330.2020,5,91.1,5.9,"Изменения N 1, 2","СП 59.13330.2020 Доступность зданий и сооружений для маломобильных групп населения СНиП 35-01-2001 (с Изменениями N 1, 2).pdf",Действующий,53
Проектирование и монтаж низковольтного электрооборудования систем противопожарной защиты зданий и сооружений,Пожарная безопасность,2021-10-06,2025-08-26T03:49:43.385777+00:00,"Свод правил устанавливает требования к питанию электроприемников, линиям связи, электрооборудованию систем противопожарной защиты зданий и сооружений. Предназначен для применения при проектировании и монтаже низковольтного электрооборудования систем противопожарной защиты в новых и реконструируемых зданиях и сооружениях.",Свод правил,СП 6.13130.2021 Системы противопожарной защиты. Электроустановки низковольтные. Требования пожарной безопасности.pdf,СП 6.13130.2021 Системы противопожарной защиты. Электроустановки низковольтные. Требования пожарной безопасности,"['требования к питанию электроприемников', 'линии связи', 'электрооборудование', 'проекты систем противопожарной защиты']","['противопожарная защита', 'электроустановки низковольтные', 'требования пожарной безопасности', 'проектирование', 'монтаж', 'электрооборудование']",русский,295,6.13130.2021,5,93.6,7.3,Введен впервые,СП 6.13130.2021 Системы противопожарной защиты. Электроустановки низковольтные. Требования пожарной безопасности.pdf,Действующий,7
"Безопасность зданий и сооружений, энергосбережение и повышение энергетической эффективности","Отопление, вентиляция, кондиционирование",2025-03-01,2025-08-26T03:49:47.024426+00:00,"Свод правил регулирует требования к отоплению, вентиляции и кондиционированию воздуха в зданиях и сооружениях с целью обеспечения безопасности, пожарной безопасности и энергосбережения согласно федеральным законам и техническим регламентам. Документ включает поправки и изменения, введённые в период с 2021 по 2025 год.",Свод правил,"СП 60.13330.2020 Отопление, вентиляция и кондиционирование воздуха. (с Поправкой, с изм. №1-5) (изм. на 17.01.2025).pdf","СП 60.13330.2020 Отопление, вентиляция и кондиционирование воздуха СНиП 41-01-2003 (с Поправкой, с Изменениями № 1-5)","['Обеспечение безопасности зданий и сооружений', 'Требования федеральных законов', 'Энергетическая эффективность']","['Отопление', 'Вентиляция', 'Кондиционирование воздуха', 'Технический регламент', 'Пожарная безопасность', 'Энергосбережение']",русский,466,60.13330.2020,5,91.1,5.3,Изменения № 1-5,"СП 60.13330.2020 Отопление, вентиляция и кондиционирование воздуха. (с Поправкой, с изм. №1-5) (изм. на 17.01.2025).pdf",Действующий,109
Тепловая изоляция оборудования и трубопроводов,Отопление,2023-12-29,2025-08-26T03:49:50.922337+00:00,"Документ содержит требования к теплоизоляционным материалам, изделиям и конструкциям, правила проектирования тепловой изоляции, нормы плотности теплового потока с изолируемых поверхностей оборудования и трубопроводов с различными температурами, а также методы расчета толщины тепловой изоляции. Актуализированная редакция СНиП 41-03-2003.",Свод правил,"СП 61.13330.2012 Тепловая изоляция оборудования и трубопроводов (с Изменениями N 1, 2).pdf",СП 61.13330.2012 Тепловая изоляция оборудования и трубопроводов. Актуализированная редакция СНиП 41-03-2003,"['требования к материалам', 'правила проектирования', 'нормы плотности теплового потока', 'методы расчета толщины изоляции']","['тепловая изоляция', 'оборудование', 'трубопроводы', 'проектирование', 'теплоизоляционные материалы', 'толщина изоляции', 'тепловой поток']",Русский,472,61.13330.2012,5,85.7,3.5,"Изменения N 1, 2","СП 61.13330.2012 Тепловая изоляция оборудования и трубопроводов (с Изменениями N 1, 2).pdf",Действующий,59
Требования к проектированию и эксплуатации газораспределительных систем,Газораспределительные системы,2021-12-27,2025-08-26T03:49:54.845481+00:00,"Данный свод правил устанавливает требования безопасности и технические нормы, соответствующие федеральным законам и техническим регламентам в области газораспределительных систем. В редакции учтены изменения, утвержденные приказами Минстроя России в 2012, 2016, 2019 и 2021 годах.",Свод правил,"СП 62.13330.2011 Газораспределительные системы (с изменениями №1, №2, №3, №4).pdf",Свод правил Газораспределительные системы Акутализированная редакция СНиП 42-01-2002 Gas distribution systems СП 62.13330.2011*,"['требования безопасности', 'технические нормы', 'изменения и обновления нормативов']","['газораспределительные системы', 'технический регламент', 'пожарная безопасность', 'энергосбережение', 'СНиП 42-01-2002']",Русский,337,62.13330.2011*,5,84.2,22.4,Изменения N 4 (2021),"СП 62.13330.2011 Газораспределительные системы (с изменениями №1, №2, №3, №4).pdf",Действующий,141
