area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
"Единая система конструкторской документации, эксплуатационные документы",Документация проектная,2021-04-01,2025-08-26T03:07:11.327373+00:00,"Стандарт устанавливает виды, комплектность и общие требования к выполнению эксплуатационных документов. Применяется в рамках единой системы конструкторской документации для стандартизации эксплуатационных документов.",ГОСТ Р,ГОСТ Р 2.601-2019 Единая система конструкторской документации (ЕСКД). Эксплуатационные документы (Переиздание).pdf,ГОСТ Р 2.601-2019 Единая система конструкторской документации. Эксплуатационные документы (Переиздание),"['виды документов', 'комплектность документов', 'требования к эксплуатации']","['Единая система конструкторской документации', 'эксплуатационные документы', 'стандартизация', 'комплектность', 'требования']",Русский,271,2.601-2019,5,93.5,81.8,Переиздание,ГОСТ Р 2.601-2019 Единая система конструкторской документации (ЕСКД). Эксплуатационные документы (Переиздание).pdf,Действующий,38
Эксплуатационные документы изделий машиностроения и приборостроения,Конструкторская документация,2020-02-01,2025-08-26T03:07:15.981966+00:00,"Стандарт устанавливает общие правила выполнения эксплуатационных документов изделий машиностроения и приборостроения, таких как руководство по эксплуатации, инструкция по монтажу, пуску, регулированию и обкатке изделия, формуляр, паспорт, этикетка и другие.",ГОСТ Р,ГОСТ Р 2.610-2019 Правила выполнения эксплуатационных документов.pdf,ГОСТ Р 2.610-2019 Единая система конструкторской документации. Правила выполнения эксплуатационных документов,"['правила выполнения документации', 'эксплуатационные документы', 'машиностроение', 'приборостроение']","['Единая система конструкторской документации', 'эксплуатационные документы', 'машиностроение', 'приборостроение', 'руководство по эксплуатации', 'инструкция по монтажу']",русский,306,2.610-2019,5,94.5,79.0,Введен впервые,ГОСТ Р 2.610-2019 Правила выполнения эксплуатационных документов.pdf,Действующий,56
Система проектной документации для строительства,Архитектура,2022-09-01,2025-08-26T03:07:19.559709+00:00,"Данный стандарт устанавливает назначение, область распространения, классификацию и правила обозначения национальных стандартов комплекса стандартов Системы проектной документации для строительства (СПДС), а также порядок их внедрения. Включает нормативные ссылки и основные термины.",ГОСТ Р,ГОСТ Р 21.001-2021 Система проектной документации для строительства. Общие положения.pdf,ГОСТ Р 21.001-2021 Система проектной документации для строительства. Общие положения,"['назначение стандартов', 'классификация стандартов', 'обозначение национальных стандартов', 'нормативные ссылки', 'термины и определения']","['Система проектной документации', 'Строительство', 'Стандартизация', 'Общие положения', 'СПДС']",Русский,177,21.001-2021,5,93.8,0.0,,ГОСТ Р 21.001-2021 Система проектной документации для строительства. Общие положения.pdf,Действующий,5
Проектная и рабочая документация для строительства объектов различного назначения,Проектная документация,2023-12-13,2025-08-26T03:07:22.806476+00:00,"Стандарт устанавливает основные требования к проектной и рабочей документации для строительства объектов различного назначения, включая строительство, реконструкцию, капитальный ремонт и техническое перевооружение объектов капитального строительства. Стандарт применяется с 01.01.2021 взамен ГОСТ Р 21.1101-2013 и включает поправки, опубликованные по состоянию на 13.12.2023.",ГОСТ Р,ГОСТ Р 21.101-2020 Основные требования к проектной и рабочей документации (с Поправкой).pdf,ГОСТ Р 21.101-2020 Система проектной документации для строительства. Основные требования к проектной и рабочей документации,"['требования к документации', 'строительные объекты', 'инженерные изыскания']","['проектная документация', 'рабочая документация', 'строительство', 'реконструкция', 'капитальный ремонт', 'техническое перевооружение']",Русский,230,21.101-2020,5,93.6,59.9,с Поправкой,ГОСТ Р 21.101-2020 Основные требования к проектной и рабочей документации (с Поправкой).pdf,Действующий,73
"Проектная документация для строительства и реконструкции объектов капитального строительства производственного и непроизводственного назначения. Системы водяного, воздушного, электрического и газового отопления зданий; системы естественной и механической вентиляции; кондиционирование воздуха; внутриплощадочные, внутриквартальные и внутренние тепловые сети.","Отопление, Вентиляция, Кондиционирование, Тепловые сети",2023-09-01,2025-08-26T03:07:30.001131+00:00,"Стандарт устанавливает единые правила выполнения и оформления проектной документации подраздела отопления, вентиляции, кондиционирования воздуха и тепловых сетей в рамках проектной документации для капитального строительства. Он применяется для строительства, реконструкции объектов и капитального ремонта, а также для проектной документации в цифровом формате с использованием технологий информационного моделирования.",ГОСТ Р,"ГОСТ Р 21.621-2023 СПДС. Правила выполнения проектной документации систем отопления, вентиляции, кондиционирования и тепловых сетей.pdf","Система проектной документации для строительства. Правила выполнения проектной документации систем отопления, вентиляции, кондиционирования и тепловых сетей","['правила выполнения проектной документации', 'отопление', 'вентиляция', 'кондиционирование воздуха', 'тепловые сети', 'инженерное оборудование', 'сети и системы инженерно-технического обеспечения']","['проектная документация', 'отопление', 'вентиляция', 'кондиционирование', 'тепловые сети', 'строительство', 'реконструкция', 'капитальный ремонт', 'информационное моделирование']",Русский,300,21.621-2023,5,76.8,91.3,Введен впервые,"ГОСТ Р 21.621-2023 СПДС. Правила выполнения проектной документации систем отопления, вентиляции, кондиционирования и тепловых сетей.pdf",Действующий,25
Проектирование объектов проводной связи,Связь,2021-01-01,2025-08-26T03:07:33.024350+00:00,Стандарт устанавливает состав и правила оформления рабочей документации проводных средств связи для объектов строительства различного назначения. Применяется при проектировании объектов проводной связи.,ГОСТ Р,ГОСТ Р 21.703-2020 Система проектной документации для строительства (СПДС). Правила выполнения рабочей документации проводных средств связи.pdf,ГОСТ Р 21.703-2020 Система проектной документации для строительства. Правила выполнения рабочей документации проводных средств связи,"['состав и оформление документации', 'термины и определения в области проводной связи', 'нормативные ссылки на стандарты']","['проводные средства связи', 'рабочая документация', 'система проектной документации для строительства', 'проектирование']",Русский,229,21.703-2020,5,92.9,5.4,Взамен ГОСТ Р 21.1703-2000,ГОСТ Р 21.703-2020 Система проектной документации для строительства (СПДС). Правила выполнения рабочей документации проводных средств связи.pdf,Действующий,39
,Безопасность в чрезвычайных ситуациях,2020-09-11,2025-08-26T03:07:35.515694+00:00,"Стандарт устанавливает термины и определения понятий в области безопасности в техногенных чрезвычайных ситуациях. Документ обязателен к применению во всех видах документации и литературы по безопасности в чрезвычайных ситуациях, входящих в сферу стандартизации и использования результатов этих работ.",ГОСТ Р,ГОСТ Р 22.0.05-2020_Безопасность в чрезвычайных ситуациях Техногенные чрезвычайные ситуации Термины и определения.pdf,ГОСТ Р 22.0.05—2020 Безопасность в чрезвычайных ситуациях. Техногенные чрезвычайные ситуации,"['термины и определения в области безопасности', 'техногенные чрезвычайные ситуации', 'правила применения стандарта']","['безопасность в чрезвычайных ситуациях', 'техногенные чрезвычайные ситуации', 'термины и определения', 'стандартизация']",Русский,313,22.0.05—2020,5,75.0,0.0,Введен впервые,ГОСТ Р 22.0.05-2020_Безопасность в чрезвычайных ситуациях Техногенные чрезвычайные ситуации Термины и определения.pdf,Действующий,12
Электроустановки низковольтные зданий,Электроустановки низковольтные,2012-07,2025-08-26T03:07:39.008718+00:00,"Стандарт устанавливает основные положения, оценку общих характеристик и определения для низковольтных электроустановок. Является модифицированной версией международного стандарта IEC 60364-1:2005 с дополнительными требованиями для учета нужд национальной экономики Российской Федерации.",ГОСТ Р,"ГОСТ Р 50571.1-2009_Электроустановки низковольтные Основные положения, оценка общих характеристик, Термины и определения.pdf","ГОСТ Р 50571.1-2009 Электроустановки низковольтные. Основные положения, оценка общих характеристик, определения","['низковольтные электроустановки', 'стандартизация', 'безопасность', 'оценка характеристик']","['низковольтные электроустановки', 'основные положения', 'оценка характеристик', 'определения', 'ГОСТ Р']",русский,310,50571.1-2009,5,94.9,5.5,Переиздание 2012,"ГОСТ Р 50571.1-2009_Электроустановки низковольтные Основные положения, оценка общих характеристик, Термины и определения.pdf",Действующий,42
"Автоматические установки (системы) водяного пожаротушения, предназначенные для локализации или тушения и ликвидации пожара и одновременно выполняющие функции автоматической пожарной сигнализации",Пожарная безопасность,1995-01-01,2025-08-26T03:07:45.173158+00:00,"Стандарт устанавливает общие технические требования и методы испытаний автоматических установок водяного пожаротушения. Он охватывает классификацию, комплектность, маркировку, упаковку, а также условия транспортирования и хранения таких установок.",ГОСТ Р,ГОСТ Р 50680-94_Установки водяного пожаротушения автоматические Общие технические требования. Методы испытаний.pdf,ГОСТ Р 50680—94 Установки водяного пожаротушения автоматические Общие технические требования Методы испытаний,"['общие технические требования', 'методы испытаний', 'классификация', 'комплектность', 'маркировка', 'упаковка', 'транспортирование', 'хранение']","['автоматические установки водяного пожаротушения', 'технические требования', 'методы испытаний', 'пожарная безопасность', 'автоматическая пожарная сигнализация']",русский,206,50680—94,5,93.0,0.0,Введен впервые,ГОСТ Р 50680-94_Установки водяного пожаротушения автоматические Общие технические требования. Методы испытаний.pdf,Действующий,20
Автоматические и ручные системы тревожной сигнализации для обеспечения безопасности людей и имущества,Пожарная безопасность,2012-07-01,2025-08-26T03:07:49.340715+00:00,"Стандарт устанавливает общие требования к проектированию, монтажу, наладке, испытаниям, эксплуатации и техническому обслуживанию систем тревожной сигнализации (систем охранной, охранно-пожарной сигнализации). Не распространяется на удаленные центры, объекты с особыми нормами, подвижные объекты, спецназначение и ядерно-опасные объекты.",ГОСТ Р,ГОСТ Р 50776-95 (МЭК 60839-1-41989) Системы тревожной сигнализации. Часть 1. Общие требования.pdf,"ГОСТ Р 50776-95 (МЭК 60839-1-4:1989) Системы тревожной сигнализации. Часть 1. Общие требования. Раздел 4. Руководство по проектированию, монтажу и техническому обслуживанию (с Изменениями N 1, 2)","['Проектирование систем', 'Монтаж систем', 'Техническое обслуживание', 'Эксплуатация систем']","['Системы тревожной сигнализации', 'Проектирование', 'Монтаж', 'Техническое обслуживание', 'Эксплуатация']",Русский,378,50776-95,5,92.2,0.0,"Изменения N 1, 2",ГОСТ Р 50776-95 (МЭК 60839-1-41989) Системы тревожной сигнализации. Часть 1. Общие требования.pdf,Действующий,24
"Автоматические установки (системы) пенного пожаротушения, предназначенные для локализации или тушения пожара и выполнения функций автоматической пожарной сигнализации",Пожарная безопасность,1996-01-01,2025-08-26T03:07:52.954764+00:00,"Стандарт устанавливает общие технические требования и методы испытаний для автоматических установок пенного пожаротушения, предназначенных для локализации или тушения пожара с функцией автоматической пожарной сигнализации. В документе приведена классификация установок, нормативные ссылки, определения и требования к испытаниям.",ГОСТ Р,ГОСТ Р 50800-98_Установки пенного пожаротушения автоматические Методы испытаний.pdf,ГОСТ Р 50800-98 Установки пенного пожаротушения автоматические. Общие технические требования. Методы испытаний,"['область применения', 'нормативные ссылки', 'определения', 'классификация', 'общие технические требования', 'методы испытаний']","['автоматические установки пенного пожаротушения', 'пожарная безопасность', 'технические требования', 'методы испытаний', 'автоматическая пожарная сигнализация']",Русский,216,50800-98,5,90.5,0.0,Введен впервые,ГОСТ Р 50800-98_Установки пенного пожаротушения автоматические Методы испытаний.pdf,Действующий,20
"Централизованные и модульные автоматические установки объемного газового пожаротушения; также используется при проектировании, монтаже, испытании и эксплуатации установок локального газового пожаротушения",Пожарная безопасность,1997-07-01,2025-08-26T03:07:56.828020+00:00,"Стандарт устанавливает общие технические требования и методы испытаний для автоматических установок газового пожаротушения. Он распространяется на централизованные и модульные установки, а также может применяться для локальных установок. Стандарт включает требования безопасности, охраны окружающей среды, комплектности, маркировки, упаковки и методы испытаний.",ГОСТ Р,ГОСТ Р 50969-96_ Установки газового пожаротушения автоматические. Методы испытаний.pdf,ГОСТ Р 50969-96 Установки газового пожаротушения автоматические. Общие технические требования. Методы испытаний,"['технические требования', 'методы проведения испытаний', 'требования безопасности', 'охрана окружающей среды', 'маркировка и упаковка', 'транспортирование и хранение']","['установки газового пожаротушения', 'автоматические установки', 'технические требования', 'методы испытаний', 'пожарная безопасность']",Русский,246,50969-96,5,90.1,0.0,Введен впервые,ГОСТ Р 50969-96_ Установки газового пожаротушения автоматические. Методы испытаний.pdf,Действующий,38
Узлы управления автоматических водяных и пенных спринклерных и дренчерных установок пожаротушения и их комплектующее оборудование,Пожарная безопасность,2003-07-01,2025-08-26T03:08:00.477438+00:00,Стандарт устанавливает общие технические требования и методы испытаний узлов управления и их комплектующего оборудования для автоматических водяных и пенных установок пожаротушения.,ГОСТ Р,ГОСТ Р 51052-2002_Установки водяного и пенного пожаротушения автоматические Узлы управления. Методы испытаний.pdf,Гост Р 51052-2002 Установки водяного и пенного пожаротушения автоматические Узлы управления Общие технические требования. Методы испытаний,"['общие технические требования', 'методы испытаний', 'классификация узлов управления', 'комплектующее оборудование', 'требования безопасности', 'правила приемки', 'транспортирование и хранение']","['пожаротушение', 'автоматические установки', 'узлы управления', 'методы испытаний', 'пожарная безопасность']",русский,106,51052-2002,5,98.8,0.0,,ГОСТ Р 51052-2002_Установки водяного и пенного пожаротушения автоматические Узлы управления. Методы испытаний.pdf,Действующий,45
установки порошкового пожаротушения автоматические,Пожарная безопасность,1998-07-01,2025-08-26T03:08:05.091877+00:00,"Стандарт устанавливает типы и основные параметры стационарных автоматических установок порошкового пожаротушения, предназначенных для подачи огнетушащего порошка в защищаемый объект для тушения или локализации пожара. Включает нормативные ссылки, определения, номенклатуру основных показателей и требования к применяемости параметров установок.",ГОСТ Р,ГОСТ Р 51091-97_Установки порошкового пожаротушения автоматические Типы и основные параметры .pdf,Гост Р 51091-97 Установки Порошкового Пожаротушения Автоматические Типы И Основные Параметры,"['типы установок', 'основные параметры', 'нормативные ссылки', 'область применения', 'определения']","['установки порошкового пожаротушения', 'автоматические установки', 'огнетушащий порошок', 'пожарная безопасность', 'тип', 'параметры']",русский,78,51091-97,5,94.6,4.1,Введен впервые,ГОСТ Р 51091-97_Установки порошкового пожаротушения автоматические Типы и основные параметры .pdf,Действующий,15
"Дозаторы эжекторного типа, предназначенные для дозирования пенообразователя в поток воды и устанавливаемые на обводной линии водяного насоса в дренчерных установках пенного пожаротушения",Пожарная безопасность,1999-01-01,2025-08-26T03:08:10.146033+00:00,"Стандарт устанавливает общие технические требования и методы испытаний для автоматических установок пенного пожаротушения, в частности для дозаторов эжекторного типа, применяемых для дозирования пенообразователя в поток воды. В документе содержатся требования безопасности, комплектность, правила приемки, маркировка и упаковка продукции.",ГОСТ Р,ГОСТ Р 51114-97_Установки пенного пожаротушения автоматические. Дозаторы. Методы испытаний.pdf,ГОСТ Р 51114-97 Установки пенного пожаротушения автоматические. Дозаторы. Общие технические требования. Методы испытаний,"['дозирование пенообразователя', 'требования безопасности', 'методы испытаний', 'маркировка и упаковка', 'правила приемки']","['установки пенного пожаротушения', 'автоматические дозаторы', 'общие технические требования', 'методы испытаний', 'пенообразователь', 'безопасность']",Русский,120,51114-97,5,96.4,0.0,,ГОСТ Р 51114-97_Установки пенного пожаротушения автоматические. Дозаторы. Методы испытаний.pdf,Действующий,15
"установки водяного и пенного пожаротушения автоматические, трубопроводные разъемные муфты для соединения труб диаметрами условного прохода от 25 до 200 мм",Пожарная безопасность,2002-07-01,2025-08-26T03:08:17.045197+00:00,"Стандарт распространяется на трубопроводные разъемные муфты для соединения труб установок водяного и пенного пожаротушения автоматических. В документе приведены общие технические требования к муфтам и методы их испытаний, включая параметры герметичности, механической прочности и устойчивости к вибрации.",ГОСТ Р,ГОСТ Р 51737-2001_ Установки водяного и пенного пожаротушения автоматические Муфты трубопроводные разъемные Методы испытаний.pdf,ГОСТ Р 51737-2001 Установки водяного и пенного пожаротушения автоматические Муфты трубопроводные разъемные Общие технические требования. Методы испытаний,"['технические требования муфт', 'испытания муфт', 'соединение труб', 'пожарная безопасность', 'автоматические системы пожаротушения']","['муфты трубопроводные разъемные', 'установки пожаротушения', 'водяное пожаротушение', 'пенное пожаротушение', 'технические требования', 'методы испытаний', 'герметичность', 'нагрузка', 'вибрация']",русский,96,51737-2001,5,98.9,0.0,Введен впервые,ГОСТ Р 51737-2001_ Установки водяного и пенного пожаротушения автоматические Муфты трубопроводные разъемные Методы испытаний.pdf,Действующий,8
"Правила безопасности по устройству и установке пассажирских лифтов, в том числе специальные применения для лифтов для пожарных",Пожарная безопасность,2012-11,2025-08-26T03:08:22.066477+00:00,"Стандарт устанавливает правила безопасности для конструкции и установки пассажирских лифтов, включая специальные применения для лифтов для пожарных. Модифицирован по отношению к европейскому стандарту EN 81-72:2003, реализует требования технического регламента о безопасности лифтов. Включает дополнительные положения для нужд национальной экономики РФ.",ГОСТ Р,ГОСТ Р 52382-2010_Лифты пассажирские Лифты для пожарных.pdf,ГОСТ Р 52382-2010 Лифты пассажирские. Лифты для пожарных,"['конструкция лифтов', 'установка лифтов', 'требования безопасности', 'лифты для пожарных']","['лифты пассажирские', 'лифты для пожарных', 'правила безопасности', 'технический регламент', 'EN 81-72:2003', 'пожарная безопасность']",русский,151,52382-2010,5,93.3,17.4,Переиздание. Ноябрь 2011 г.,ГОСТ Р 52382-2010_Лифты пассажирские Лифты для пожарных.pdf,Действующий,16
Болты высокопрочные для металлических конструкций,Крепежные изделия,2006-12-27,2025-08-26T03:08:27.703886+00:00,"Стандарт устанавливает технические условия на болты высокопрочные с шестигранной головкой с увеличенным размером под ключ для металлических конструкций, модифицированный по отношению к международному стандарту ISO 7411:1984 с техническими отклонениями.",ГОСТ Р,ГОСТ Р 52644-2006_Болты высокопрочные с шестигранной головкой с увеличенным размером под ключ для металлических конструкций.pdf,Гост Р 52644—2006 Болты высокопрочные с шестигранной головкой с увеличенным размером под ключ для металлических конструкций,"['конструкция болтов', 'технические требования', 'обеспечение затяжки']","['болты высокопрочные', 'шестигранная головка', 'металлические конструкции', 'технические условия', 'ISO 7411:1984']",Русский,403,52644—2006,5,82.5,9.4,Введен впервые,ГОСТ Р 52644-2006_Болты высокопрочные с шестигранной головкой с увеличенным размером под ключ для металлических конструкций.pdf,Действующий,29
Здания и сооружения,Безопасность функциональная,2010-01-01,2025-08-26T03:08:30.845759+00:00,"Настоящий стандарт устанавливает общие положения по функциональной безопасности систем, связанных с безопасностью зданий и сооружений. Документ регулирует требования и методы обеспечения безопасности строительных объектов и их инженерных систем для снижения рисков и поддержания приемлемого уровня безопасности в период эксплуатации.",ГОСТ Р,ГОСТ Р 53195.1-2008 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Основные положения.pdf,ГОСТ Р 53195.1-2008 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Часть 1. Основные положения,"['технические системы строительных объектов', 'меры снижения риска', 'технические средства безопасности']","['функциональная безопасность', 'здания', 'сооружения', 'системы безопасности', 'инженерные системы', 'риски', 'эксплуатация']",русский,315,53195.1-2008,5,90.5,10.0,Введен впервые,ГОСТ Р 53195.1-2008 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Основные положения.pdf,Действующий,33
связанных с безопасностью зданий и сооружений систем,Безопасность функциональная,2010-01-01,2025-08-26T03:08:34.445389+00:00,"Стандарт регулирует функциональную безопасность систем, связанных с безопасностью зданий и сооружений, устанавливает общие требования к таким системам. Стандарт учитывает международные нормы безопасности и предназначен для применения в строительном производстве для обеспечения приемлемого уровня риска в эксплуатации объектов.",ГОСТ Р,ГОСТ Р 53195.2-2008 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Общие требования.pdf,ГОСТ Р 53195.2-2008 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Часть 2. Общие требования,"['функциональная безопасность', 'требования к системам безопасности зданий', 'международные стандарты IEC 61508', 'снижение риска', 'строительство']","['функциональная безопасность', 'системы безопасности', 'здания и сооружения', 'технические средства снижения риска', 'эксплуатация объектов']",русский,292,53195.2-2008,5,95.3,3.4,Введен впервые,ГОСТ Р 53195.2-2008 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Общие требования.pdf,Действующий,38
"Функциональная безопасность систем, связанных с безопасностью зданий и сооружений",Безопасность,2016-01-01,2025-08-26T03:08:37.894728+00:00,"Стандарт устанавливает требования к функциональной безопасности систем, связанных с безопасностью зданий и сооружений. Включает нормы требований к системам, документации, и управлению функциональной безопасностью, основываясь на международных стандартах IEC 61508-2:2010, IEC 61508-4:2010 и ISO/IEC Guide 51:2014.",ГОСТ Р,ГОСТ Р 53195.3-2015_Безопасность функциональная связанных с безопасностью зданий и сооружений систем Требования к системам.pdf,ГОСТ Р 53195.3-2015 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Часть 3. Требования к системам,"['требования к системам', 'функциональная безопасность', 'документация', 'управление безопасностью']","['функциональная безопасность', 'системы безопасности', 'здания', 'сооружения', 'требования к системам']",русский,202,53195.3-2015,5,96.5,46.7,Введен впервые,ГОСТ Р 53195.3-2015_Безопасность функциональная связанных с безопасностью зданий и сооружений систем Требования к системам.pdf,Действующий,69
Связанные с безопасностью зданий и сооружений системы,Безопасность функциональная,2018-10,2025-08-26T03:08:41.209898+00:00,"Стандарт устанавливает требования к программному обеспечению систем, связанных с безопасностью зданий и сооружений. В стандарте учтены международные стандарты IEC 61508-3:2010, IEC 61508-4:2010 и ISO/IEC Guide 51:1999. Документ введен впервые и переиздан в октябре 2018 года.",ГОСТ Р,ГОСТ Р 53195.4-2010_Безопасность функциональная связанных с безопасностью зданий и сооружений систем Требования к программному обеспечению.pdf,ГОСТ Р 53195.4-2010 Безопасность функциональная связанных с безопасностью зданий и сооружений систем Часть 4 Требования к программному обеспечению,"['требования к программному обеспечению', 'функциональная безопасность', 'нормативные ссылки', 'термины и определения']","['функциональная безопасность', 'программное обеспечение', 'системы безопасности', 'здания', 'сооружения', 'ГОСТ Р 53195.4-2010']",Русский,119,53195.4-2010,5,97.3,0.0,Переиздание 2018,ГОСТ Р 53195.4-2010_Безопасность функциональная связанных с безопасностью зданий и сооружений систем Требования к программному обеспечению.pdf,Действующий,41
,Пожарная безопасность,2011-01-01,2025-08-26T03:08:44.450544+00:00,"Стандарт устанавливает меры по снижению риска и методы оценки функциональной безопасности систем, связанных с безопасностью зданий и сооружений. Включает нормативные положения международных стандартов МЭК 61508-4:2010, МЭК 61508-7:2010 и руководство ИСО/МЭК 51:1999.",ГОСТ Р,"ГОСТ Р 53195.5-2010_Безопасность функциональная связанных с безопасностью зданий и сооружений систем Меры по снижению риска, методы оценки.pdf","ГОСТ Р 53195.5-2010 Безопасность функциональная связанных с безопасностью зданий и сооружений систем. Часть 5. Меры по снижению риска, методы оценки","['функциональная безопасность', 'методы оценки риска', 'механизмы снижения риска']","['функциональная безопасность', 'системы безопасности', 'здания и сооружения', 'методы оценки', 'снижение риска']",русский,692,53195.5-2010,5,89.9,7.1,Введен впервые,"ГОСТ Р 53195.5-2010_Безопасность функциональная связанных с безопасностью зданий и сооружений систем Меры по снижению риска, методы оценки.pdf",Действующий,86
